index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
2091,ESR1,PI3K_2,positive,TM,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TM). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
2092,ESR1_2,PI3K,positive,TM,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TM). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
2093,ESR1_2,PI3K_2,positive,TM,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TM). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
2094,IGF1R,PI3K_2,positive,TM,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TM). Original note: causal effect mediated by IRS1"
2095,IGF1R_2,PI3K,positive,TM,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TM). Original note: causal effect mediated by IRS1"
2096,IGF1R_2,PI3K_2,positive,TM,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TM). Original note: causal effect mediated by IRS1"
2097,INSR,PI3K_2,positive,TM,indirect,2,,"Duplicated from original edge (INSR -> PI3K, Model=TM). Original note: causal effect mediated by IRS1"
2098,IRS1,PI3K_2,positive,TM,direct,1,,"Duplicated from original edge (IRS1 -> PI3K, Model=TM). Original note: protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K."
2099,RAS,PI3K_2,positive,TM,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TM). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
2100,RAS_2,PI3K,positive,TM,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TM). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
2101,RAS_2,PI3K_2,positive,TM,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TM). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
2102,RAS_3,PI3K,positive,TM,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TM). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
2103,RAS_3,PI3K_2,positive,TM,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TM). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
2104,PI3K,PIP3_2,positive,TM,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TM). Original note: PI3K catalyzes the reaction that produces PIP3."
2105,PI3K_2,PIP3,positive,TM,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TM). Original note: PI3K catalyzes the reaction that produces PIP3."
2106,PI3K_2,PIP3_2,positive,TM,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TM). Original note: PI3K catalyzes the reaction that produces PIP3."
2107,PTEN,PIP3_2,negative,TM,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TM). Original note: PTEN dephosphorylates PIP3"
2108,PTEN_2,PIP3,negative,TM,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TM). Original note: PTEN dephosphorylates PIP3"
2109,PTEN_2,PIP3_2,negative,TM,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TM). Original note: PTEN dephosphorylates PIP3"
2110,CYCLINDc_2,RB,negative,TM,indirect,2,,"Duplicated from original edge (CYCLINDc -> RB, Model=TM). Original note: The Cyclin D–CDK4/6 complex directly phosphorylates RB, which leads to a decrease in the hypophosphorylated RB. As pRB is a separate node of the network, we consider this edge indirect."
2111,S6K,PTEN_2,positive,TM,unsupported,-,,"Duplicated from original edge (S6K -> PTEN, Model=TM). Original note: There is no evidence to support a positive effect. Instead, there is evidence of a negative effect: mTOR/S6K signaling promotes PTEN phosphorylation at Thr366, which can increase PTEN ubiquitination and degradation."
2112,SRC,PTEN_2,negative,TM,indirect,2,,"Duplicated from original edge (SRC -> PTEN, Model=TM). Original note: causal effect. Src-family kinases inhibit PTEN function via an unknown mediator."
2113,PI3K_2,RAC1,positive,TM,indirect,2,,"Duplicated from original edge (PI3K -> RAC1, Model=TM). Original note: causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors"
2114,HRAS,RAF1_2,positive,TM,direct,1,,"Duplicated from original edge (HRAS -> RAF1, Model=TM). Original note: protein-protein interaction. GTP-bound HRAS directly binds RAF1 through RAF1's Ras-binding domain. This recruits RAF1 to the plasma membrane and promotes the conformational changes needed for RAF1 activation."
2115,RAS,RAF1_2,positive,TM,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TM). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2116,RAS_2,RAF1,positive,TM,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TM). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2117,RAS_2,RAF1_2,positive,TM,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TM). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2118,RAS_3,RAF1,positive,TM,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TM). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2119,RAS_3,RAF1_2,positive,TM,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TM). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2120,IGF1,RAS_2,positive,TM,indirect,2,,"Duplicated from original edge (IGF1 -> RAS, Model=TM). Original note: causal effect mediated by IGFR, SOS/GRB2"
2121,IGF1,RAS_3,positive,TM,indirect,2,,"Duplicated from original edge (IGF1 -> RAS, Model=TM). Original note: causal effect mediated by IGFR, SOS/GRB2"
2122,PIP3,RAS_2,positive,TM,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TM). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2123,PIP3,RAS_3,positive,TM,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TM). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2124,PIP3_2,RAS,positive,TM,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TM). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2125,PIP3_2,RAS_2,positive,TM,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TM). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2126,PIP3_2,RAS_3,positive,TM,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TM). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2127,SOS1,RAS_2,positive,TM,direct,1,,"Duplicated from original edge (SOS1 -> RAS, Model=TM). Original note: protein-protein interaction. SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
2128,SOS1,RAS_3,positive,TM,direct,1,,"Duplicated from original edge (SOS1 -> RAS, Model=TM). Original note: protein-protein interaction. SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
2129,ERK_2,STK11,negative,TM,indirect,2,,"Duplicated from original edge (ERK -> STK11, Model=TM). Original note: causal effect, mediated by an unknown kinase."
2130,ERK_2,TSC2,negative,TM,direct in the network sense,1,,"Duplicated from original edge (ERK -> TSC2, Model=TM). Original note: ERK phosphorylates RSK, which phosphorylates TSC2 at inhibitory sites such as Ser1798. RSK is not in the network."
2131,ERK_2,TWIST1,positive,TM,direct,1,,"Duplicated from original edge (ERK -> TWIST1, Model=TM). Original note: phosphorylation. ERK1/2 phosphorylates TWIST1 at Ser68. This phosphorylation protects TWIST1 from ubiquitination and proteasomal degradation, increasing TWIST1 protein stability."
2132,HER2,HER2HER3c_2,positive,TM,,0,,"Duplicated from original edge (HER2 -> HER2HER3c, Model=TM). Original note: Replaces HER2 -> HER3. The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node."
2133,HER3,HER2HER3c_2,positive,TM,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TM). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2134,HER3_2,HER2HER3c,positive,TM,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TM). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2135,HER3_2,HER2HER3c_2,positive,TM,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TM). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2136,IGF1R_2,AKT,positive,TT,indirect,2,,"Duplicated from original edge (IGF1R -> AKT, Model=TT). Original note: causal effect mediated by IRS1, PI3K"
2137,PIP3_2,AKT,positive,TT,direct,1,,"Duplicated from original edge (PIP3 -> AKT, Model=TT). Original note: protein-protein interaction. PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
2138,ERK_2,BAD,negative,TT,direct in the network sense,1,,"Duplicated from original edge (ERK -> BAD, Model=TT). Original note: phosphorylation. ERK1/2 phosphorylate RSK, which phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL, BCL2. RSK is not in the network."
2139,ERK_2,BCL2,positive,TT,direct,1,,"Duplicated from original edge (ERK -> BCL2, Model=TT). Original note: phosphorylation. ERK1/2 phosphorylate BCL2 at Ser70. This phosphorylation enhances BCL2's anti-apoptotic function."
2140,ERK_2,CASP8,negative,TT,direct,1,,"Duplicated from original edge (ERK -> CASP8, Model=TT). Original note: phosphorylation. Active ERK1/2 directly phosphorylates procaspase-8 at Ser387, and this phosphorylation inhibits caspase-8 activation/processing."
2141,ERK_2,CASP9,negative,TT,direct,1,,"Duplicated from original edge (ERK -> CASP9, Model=TT). Original note: phosphorylation. ERK1/2 directly binds and phosphorylates caspase-9 at Thr125, inhibiting its activation/activity."
2142,MYC_2,CDKN2A,negative,TT,indirect,2,,"Duplicated from original edge (MYC -> CDKN2A, Model=TT). Original note: causal effect. MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
2143,CDKN2A,CYCLINDc_2,negative,TT,direct,1,,"Duplicated from original edge (CDKN2A -> CYCLINDc, Model=TT). Original note: protein-protein interaction. CDKN2A (p16INK4A)  binds CDK4 and CDK6 and prevents/antagonizes formation of functional Cyclin D–CDK4/6 complexes."
2144,EIF4,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (EIF4 -> CYCLINDc, Model=TT). Original note: causal effect: eIF4E promotes both Cyclin D1 mRNA export and cap-dependent translation; experimentally increasing eIF4E increases Cyclin D1 protein, thus more CyclinDc complex can be formed."
2145,ERK,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (ERK -> CYCLINDc, Model=TT). Original note: causal effect mediated by JUN and other transcription factors that upregulate CCND1 transcription."
2146,ERK_2,CYCLINDc,positive,TT,indirect,2,,"Duplicated from original edge (ERK -> CYCLINDc, Model=TT). Original note: causal effect mediated by JUN and other transcription factors that upregulate CCND1 transcription."
2147,ERK_2,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (ERK -> CYCLINDc, Model=TT). Original note: causal effect mediated by JUN and other transcription factors that upregulate CCND1 transcription."
2148,ESR1,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> CYCLINDc, Model=TT). Original note: causal effect. Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation."
2149,ESR1_2,CYCLINDc,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> CYCLINDc, Model=TT). Original note: causal effect. Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation."
2150,ESR1_2,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> CYCLINDc, Model=TT). Original note: causal effect. Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation."
2151,FOXO3,CYCLINDc_2,positive,TT,unsupported,-,,"Duplicated from original edge (FOXO3 -> CYCLINDc, Model=TT). Original note: This assumed edge is not supported by evidence. Instead, there is an indirect negative effect mediated by p27."
2152,GSK3B,CYCLINDc_2,negative,TT,indirect,2,,"Duplicated from original edge (GSK3B -> CYCLINDc, Model=TT). Original note: causal effect. GSK3B promotes the nuclear export and degradation of CyclinD1, thus less cyclin-CDK complex CYCLINDc can be formed."
2153,IGF1,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (IGF1 -> CYCLINDc, Model=TT). Original note: causal effect mediated by IGFR, PI3K, ERK"
2154,KMT2D,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (KMT2D -> CYCLINDc, Model=TT). Original note: causal effect. KMT2D is a histone methyltransferase complex that helps recruit FOXA1, PBX1, and ERα/ESR1 to chromatin. It participates this way in the transcriptional regulation of Cyclin D1, the cyclin component of CyclinDc."
2155,MYC,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (MYC -> CYCLINDc, Model=TT). Original note: causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
2156,MYC_2,CYCLINDc,positive,TT,indirect,2,,"Duplicated from original edge (MYC -> CYCLINDc, Model=TT). Original note: causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
2157,MYC_2,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (MYC -> CYCLINDc, Model=TT). Original note: causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
2158,NRG1,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (NRG1 -> CYCLINDc, Model=TT). Original note: causal effect mediated by HER3, PI3K, ERK"
2159,p21,CYCLINDc_2,negative,TT,unsupported,-,,"Duplicated from original edge (p21 -> CYCLINDc, Model=TT). Original note: This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity."
2160,TCF7L2,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (TCF7L2 -> CYCLINDc, Model=TT). Original note: Causal effect mediated by β-catenin/TCF complexes activating CCND1 transcription, which then yields more CYCLINDc."
2161,TEAD1,CYCLINDc_2,positive,TT,indirect,2,,"Duplicated from original edge (TEAD1 -> CYCLINDc, Model=TT). Original note: causal effect. TEAD-containing YAP/TAZ transcriptional complex binds CCND1 regulatory DNA, leading to increased CCND1 transcription, which then allows more CYCLINDc complex formation."
2162,RB,E2F_2,negative,TT,direct,1,,"Duplicated from original edge (RB -> E2F, Model=TT). Original note: protein-protein interaction. Hypophosphorylated RB physically binds activating E2Fs, especially E2F1–3, through its pocket and C-terminal domains and directly suppresses their transcriptional activity."
2163,RB,E2F_3,negative,TT,direct,1,,"Duplicated from original edge (RB -> E2F, Model=TT). Original note: protein-protein interaction. Hypophosphorylated RB physically binds activating E2Fs, especially E2F1–3, through its pocket and C-terminal domains and directly suppresses their transcriptional activity."
2164,HER3_2,EGFR,positive,TT,direct,1,,"Duplicated from original edge (HER3 -> EGFR, Model=TT). Original note: protein-protein interaction; heterodimerization activates EGFR"
2165,MEK_2,EGFR,negative,TT,indirect,2,,"Duplicated from original edge (MEK -> EGFR, Model=TT). Original note: causal effect mediated by ERK"
2166,MEK,ERK_2,positive,TT,direct,1,,"Duplicated from original edge (MEK -> ERK, Model=TT). Original note: phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
2167,MEK_2,ERK,positive,TT,direct,1,,"Duplicated from original edge (MEK -> ERK, Model=TT). Original note: phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
2168,MEK_2,ERK_2,positive,TT,direct,1,,"Duplicated from original edge (MEK -> ERK, Model=TT). Original note: phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
2169,AKT,ESR1_2,positive,TT,direct,1,,"Duplicated from original edge (AKT -> ESR1, Model=TT). Original note: phosphorylation. Activated AKT can directly phosphorylate ERα (ESR1 protein) at Ser167, and this phosphorylation increases ERα transcriptional activity."
2170,ES,ESR1_2,positive,TT,direct,1,,"Duplicated from original edge (ES -> ESR1, Model=TT). Original note: ligand-receptor binding"
2171,FOXO3,ESR1_2,positive,TT,direct,1,,"Duplicated from original edge (FOXO3 -> ESR1, Model=TT). Original note: regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription"
2172,KMT2D,ESR1_2,positive,TT,unsupported,-,,"Duplicated from original edge (KMT2D -> ESR1, Model=TT). Original note: KMT2D helps establish chromatin conditions that permit recruitment/occupancy of ERα, but it does not affect ESR1 itself."
2173,PGR,ESR1_2,positive,TT,unsupported,-,,"Duplicated from original edge (PGR -> ESR1, Model=TT). Original note: Only the ligand-free progesterone receptor has a positive effect on ESR1. The ligand-bound PGR binds ESR1 and redirects ERα chromatin binding and transcriptional activity."
2174,ERK_2,GSK3B,negative,TT,direct in the network sense,1,,"Duplicated from original edge (ERK -> GSK3B, Model=TT). Original note: phosphorylation. ERK binds GSK3β and phosphorylates it and primes it for subsequent Ser9 phosphorylation by RSK, which then inhibits GSK3β activity. RSK itself is activated by ERK. RSK is not part of the model."
2175,ESR1_2,HER2,positive,TT,unsupported,-,,"Duplicated from original edge (ESR1 -> HER2, Model=TT). Original note: This edge is contradicted by experimental evidence that estrogen–ERα reduces HER2 mRNA and protein, primarily through transcriptional repression."
2176,HER3_2,HER2,positive,TT,replaced,,,"Duplicated from original edge (HER3 -> HER2, Model=TT). Original note: The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation. This edge is replaced by a HER3->HER2HER3c edge."
2177,HER2,HER3_2,positive,TT,replaced,,,"Duplicated from original edge (HER2 -> HER3, Model=TT). Original note: The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node. This edge is replaced by a HER2->HER2HER3c edge."
2178,NRG1,HER3_2,positive,TT,direct,1,,"Duplicated from original edge (NRG1 -> HER3, Model=TT). Original note: ligand-receptor binding"
2179,PIP3_2,HRAS,positive,TT,indirect,2,,"Duplicated from original edge (PIP3 -> HRAS, Model=TT). Original note: causal effect likely mediated by PIP3-responsive Ras regulatory complex/GEF"
2180,ESR1_2,HSP90AA1,positive,TT,correlation,3,,"Duplicated from original edge (ESR1 -> HSP90AA1, Model=TT). Original note: In human breast tumors high HSP90 expression is associated with high estrogen-receptor expression. HSP90 chaperones ERα/ESR1, helping maintain the receptor in a ligand-responsive conformation."
2181,ESR1,IGF1R_2,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> IGF1R, Model=TT). Original note: ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
2182,ESR1_2,IGF1R,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> IGF1R, Model=TT). Original note: ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
2183,ESR1_2,IGF1R_2,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> IGF1R, Model=TT). Original note: ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
2184,FOXO3,IGF1R_2,positive,TT,indirect,2,,"Duplicated from original edge (FOXO3 -> IGF1R, Model=TT). Original note: causal effect. Activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
2185,IGF1,IGF1R_2,positive,TT,direct,1,,"Duplicated from original edge (IGF1 -> IGF1R, Model=TT). Original note: ligand-receptor binding. "
2186,IGF1R_2,IRS1,positive,TT,direct,1,,"Duplicated from original edge (IGF1R -> IRS1, Model=TT). Original note: phosphorylation. Activated IGF1R physically recruits IRS1 and directly phosphorylates it on tyrosine residues, generating docking sites for SH2-domain-containing signaling proteins."
2187,ERK_2,JUN,positive,TT,indirect,2,,"Duplicated from original edge (ERK -> JUN, Model=TT). Original note: causal effect on JUN stability mediated by GSK3B, there also is an indirect effect on JUN transcription."
2188,ERK_2,LCK,positive,TT,unsupported,-,,"Duplicated from original edge (ERK -> LCK, Model=TT). Original note: ERK phosphorylate LCK at Ser59, but the literature describes this phosphorylation as inhibitory/modulatory, not activating."
2189,ERK_2,MCL1,positive,TT,direct,1,,"Duplicated from original edge (ERK -> MCL1, Model=TT). Original note: phosphorylation. ERK1/2 phosphorylates MCL1, which stabilizes MCL1 and increases its anti-apoptotic activity. ERK1/2 also has indirect effects on MCL1 transcription and translation."
2190,RAF1,MEK_2,positive,TT,direct,1,,"Duplicated from original edge (RAF1 -> MEK, Model=TT). Original note: phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity."
2191,RAF1_2,MEK,positive,TT,direct,1,,"Duplicated from original edge (RAF1 -> MEK, Model=TT). Original note: phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity."
2192,RAF1_2,MEK_2,positive,TT,direct,1,,"Duplicated from original edge (RAF1 -> MEK, Model=TT). Original note: phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity."
2193,PIP3_2,mTORC2_pm,positive,TT,direct,1,,"Duplicated from original edge (PIP3 -> mTORC2_pm, Model=TT). Original note: protein-protein interaction. The SIN1/MAPKAP1 subunit of mTORC2 contains a PH domain that directly binds PIP3, recruiting mTORC2 to the plasma membrane and allowing it to phosphorylate substrates such as AKT. "
2194,CTNNB1,MYC_2,positive,TT,direct,1,,"Duplicated from original edge (CTNNB1 -> MYC, Model=TT). Original note: regulation of transcription. In canonical Wnt signaling, nuclear β-catenin forms a transcriptional complex with TCF/LEF factors, and this complex directly regulates MYC transcription through TCF-binding regulatory elements."
2195,EIF4,MYC_2,positive,TT,indirect,2,,"Duplicated from original edge (EIF4 -> MYC, Model=TT). Original note: causal effect mediated by the node Translation"
2196,ERK,MYC_2,positive,TT,direct,1,,"Duplicated from original edge (ERK -> MYC, Model=TT). Original note: phosphorylation. ERK1/2 phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
2197,ERK_2,MYC,positive,TT,direct,1,,"Duplicated from original edge (ERK -> MYC, Model=TT). Original note: phosphorylation. ERK1/2 phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
2198,ERK_2,MYC_2,positive,TT,direct,1,,"Duplicated from original edge (ERK -> MYC, Model=TT). Original note: phosphorylation. ERK1/2 phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
2199,ESR1,MYC_2,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> MYC, Model=TT). Original note: ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, which activates MYC, this edge is classified as indirect."
2200,ESR1_2,MYC,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> MYC, Model=TT). Original note: ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, which activates MYC, this edge is classified as indirect."
2201,ESR1_2,MYC_2,positive,TT,indirect,2,,"Duplicated from original edge (ESR1 -> MYC, Model=TT). Original note: ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, which activates MYC, this edge is classified as indirect."
2202,FOXO3,MYC_2,positive,TT,unsupported,-,,"Duplicated from original edge (FOXO3 -> MYC, Model=TT). Original note: This edge is contradicted by multiple known indirect negative effects of FOXO3 on MYC, and by perturbation evidence that FOXO3 loss increases MYC target expression."
2203,GSK3B,MYC_2,negative,TT,direct,1,,"Duplicated from original edge (GSK3B -> MYC, Model=TT). Original note: phosphorylation. GSK3B directly phosphorylates MYC; phosphorylated Thr58 is recognized through the FBXW7 ubiquitin-ligase pathway, leading to ubiquitination and proteasomal degradation of MYC."
2204,IGF1,MYC_2,positive,TT,indirect,2,,"Duplicated from original edge (IGF1 -> MYC, Model=TT). Original note: causal effect mediated by multiple mechanisms that increase MYC abundance or activity"
2205,JAK2,MYC_2,positive,TT,indirect,2,,"Duplicated from original edge (JAK2 -> MYC, Model=TT). Original note: causal effect mediated by STAT3 or STAT5"
2206,KMT2D,MYC_2,positive,TT,indirect,2,,"Duplicated from original edge (KMT2D -> MYC, Model=TT). Original note: causal effect mediated by ESR1, ER_transcription"
2207,NRG1,MYC_2,positive,TT,indirect,2,,"Duplicated from original edge (NRG1 -> MYC, Model=TT). Original note: causal effect mediated by HER2/HER3 and the MAPK pathway"
2208,PIM,MYC_2,positive,TT,direct,1,,"Duplicated from original edge (PIM -> MYC, Model=TT). Original note: phosphorylation. PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
2209,STAT3,MYC_2,positive,TT,direct,1,,"Duplicated from original edge (STAT3 -> MYC, Model=TT). Original note: regulation of transcription. STAT3 binds a regulatory region of the MYC promoter overlapping an E2F site and promotes MYC transcription."
2210,ERK_2,p21,negative,TT,indirect,2,,"Duplicated from original edge (ERK -> p21, Model=TT). Original note: causal effect, mediated by MYC and possibly alternative mediators as well"
2211,MYC_2,p21,negative,TT,indirect,2,,"Duplicated from original edge (MYC -> p21, Model=TT). Original note: causal effect. MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
2212,IGF1R_2,PDK1_pm,positive,TT,indirect,2,,"Duplicated from original edge (IGF1R -> PDK1_pm, Model=TT). Original note: causal effect mediated by PI3K, PIP3"
2213,PIP3_2,PDK1_pm,positive,TT,direct,1,,"Duplicated from original edge (PIP3 -> PDK1_pm, Model=TT). Original note: protein-protein interaction. PIP3 recruits PDK1 to the plasma membrane."
