index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
1285,AKT,RAC1,negative,MCF7,direct,1,regulates,"phosphorylation. AKT phosphorylates RAC1, which reduces RAC1's GTP-binding activity."
1286,DVL1,RAC1,positive,MCF7,direct in the network sense,1,regulates,Dishevelled proteins can cause activation of RAC1 by engaging RAC1 GEF proteins such as TIAM1. These are not in the network.
1287,PI3K,RAC1,positive,MCF7,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
1288,HRAS,RAF1,positive,MCF7,direct,1,regulates,protein-protein interaction. GTP-bound HRAS directly binds RAF1 through RAF1's Ras-binding domain. This recruits RAF1 to the plasma membrane and promotes the conformational changes needed for RAF1 activation.
1289,RAS,RAF1,positive,MCF7,direct,1,regulates,protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation.
1290,IGF1,RAS,positive,MCF7,indirect,2,,"causal effect mediated by IGFR, SOS/GRB2"
1291,PIP3,RAS,positive,MCF7,assumption,4,,"There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
1292,SOS1,RAS,positive,MCF7,direct,1,regulates,"protein-protein interaction. SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
1293,NFKB,RELA,positive,MCF7,,0,necessary,RELA is the transcriptionally active p65 NF-κB subunit.
1294,PIM,RELA,positive,MCF7,direct,1,regulates,"phosphorylation. PIM1 phosphorylates RELA/p65 at Ser276. This phosphorylation reduces ubiquitin-mediated degradation of RELA, stabilizes the protein, and enhances its transcriptional activity."
1295,TSC2,RHEB,negative,MCF7,direct,1,regulates,"protein-protein interaction. TSC2 (as part of the TSC complex) directly acts on RHEB-GTP, stimulates its GTP hydrolysis, which decreases functional RHEB activity."
1296,DVL1,RND1,positive,MCF7,unsupported,-,,RND1 is unlike other Rho-family proteins because it is essentially constitutively GTP-bound. There is no causal or mechanistic evidence of DVL1 regulating RND1.
1297,GRB7,RND1,positive,MCF7,unsupported,-,,"GRB7 binding to RND1 was observed but no functional effect was documented. RND1 is essentially constitutively GTP-bound, thus there is no support of its activation by RND1."
1298,mTORC1,S6K,positive,MCF7,direct,1,regulates,phosphorylation. mTORC1 phosphorylates S6K. This phosphorylation is essential for efficient S6K1 activation; full activation is done by PDK1.
1299,mTORC1,SGK1,positive,MCF7,unsupported,-,,"There is strong evidence that mTORC2 activates SGK1, but this is done by components of mTORC2 that mTORC1 does not contain. Studies that separate mTORC1 from mTORC2 established a lack of effect from mTORC1 to SGK1, e.g. rapamycin suppressed S6K but not SGK1 phosphorylation/activity, including in MCF-7 breast-cancer cells."
1300,mTORC2_pm,SGK1,positive,MCF7,replaced,,,"Intracellular mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1. This edge is replaced by the mTORC2_ic-> SGK1 edge."
1301,PDK1_pm,SGK1,positive,MCF7,replaced,,,"Intracellular PDK1 phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated by mTORC1. This edge is replaced by the PDK1_ic-> SGK1 edge."
1302,GRB2,SOS1,positive,MCF7,direct,1,regulates,"protein-protein interaction. GRB2 acts as an adaptor: its SH3 domains bind proline-rich sequences in SOS1, while its SH2 domain connects the GRB2–SOS1 complex to phosphorylated receptor/adaptor proteins."
1303,ABL1,SRC,positive,MCF7,assumption,4,,"There is strong evidence of SRC activating ABL1, and some evidence of a positive feedback loop between the two kinase systems."
1304,PRKACA,SRC,positive,MCF7,assumption,4,,"PRKACA phosphorylates SRC, but the functional effect of this phosphorylation is insufficiently established."
1305,JAK2,STAT1,positive,MCF7,direct,1,regulates,"phosphorylation. Activated JAK2 directly phosphorylates STAT1, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
1306,SRC,STAT1,positive,MCF7,direct,1,regulates,"phosphorylation. SRC directly phosphorylates STAT1, including the canonical activating residue Tyr701. This phosphorylation promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
1307,IL1B,STAT3,positive,MCF7,indirect,2,,"causal effect mediated by IL6, IL6R"
1308,JAK2,STAT3,positive,MCF7,direct,1,regulates,"phosphorylation. Activated JAK2 directly phosphorylates STAT3, which promotes STAT3 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
1309,MAPK8,STAT3,positive,MCF7,unsupported,-,,"MAPK8/JNK can directly phosphorylate STAT3 at Ser727, but this is not the canonical STAT3 activation that leads to dimerization and DNA binding. The functional effects of this phosphorylation are not clear; there is evidence of a negative effect."
1310,SRC,STAT3,positive,MCF7,direct,1,regulates,"phosphorylation. SRC physically associates with STAT3 and directly phosphorylates STAT3 at Tyr705. This phosphorylation promotes STAT3 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
1311,EGFR,STAT5,positive,MCF7,direct,1,regulates,"phosphorylation. STAT5, especially STAT5b, associates with activated EGFR and becomes tyrosine-phosphorylated. The phosphorylated STAT5 molecules form SH2-domain-mediated dimers, which bind STAT5-responsive DNA elements, and regulate transcription."
1312,JAK2,STAT5,positive,MCF7,direct,1,regulates,"phosphorylation. Activated JAK2 directly phosphorylates STAT5, which promotes STAT5 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
1313,SRC,STAT5,positive,MCF7,direct,1,regulates,"phosphorylation. SRC phosphorylates STAT5 on its activating tyrosine, whichn promotes STAT5 dimerization, nuclear localization, DNA binding, and transcriptional activity."
1314,ERK,STK11,negative,MCF7,indirect,2,,"causal effect, mediated by an unknown kinase."
1315,CTNNB1,TCF7L2,positive,MCF7,direct,1,regulates,protein-protein interaction. β-catenin directly binds TCF7L2 through the N-terminal β-catenin-binding domain of TCF7L2. This physical interaction converts TCF7L2 from a repressor/cofactor-bound state into a transcriptionally active β-catenin–TCF7L2 complex
1316,JUN,TCF7L2,positive,MCF7,direct,1,regulates,regulation of transcription. AP-1/c-JUN promotes TCF7L2 transcription.
1317,YAP1,TEAD1,positive,MCF7,direct,1,regulates,"protein-protein interaction. YAP1  physically binds TEAD1–4, and the YAP–TEAD complex drives transcription of many canonical Hippo-pathway target genes."
1318,KRT14,TRADD,negative,MCF7,direct,1,regulates,protein-protein interaction. KRT14 (Keratin) 14 directly binds  and sequesters TRADD.
1319,AKT,TSC2,negative,MCF7,direct,1,regulates,"phosphorylation. AKT phosphorylates TSC2 (tuberin) at multiple sites, inhibiting the TSC1–TSC2 complex's GAP activity."
1320,ERK,TSC2,negative,MCF7,direct in the network sense,1,regulates,"ERK phosphorylates RSK, which phosphorylates TSC2 at inhibitory sites such as Ser1798. RSK is not in the network."
1321,GSK3B,TSC2,positive,MCF7,direct,1,regulates,"phosphorylation. GSK3β phosphorylates TSC2, this (together with priming by AMPK) increases TSC2's ability to inhibit mTOR signaling."
1322,PRKAA2,TSC2,positive,MCF7,direct,1,regulates,phosphorylation. Activated PRKAA2 (AMPK) directly phosphorylates TSC2; this activates the TSC1–TSC2 complex.
1323,AKT,TWIST1,positive,MCF7,direct,1,regulates,"phosphorylation. AKT1  phosphorylates TWIST1, which enhances its stability and possibly localization. "
1324,ERK,TWIST1,positive,MCF7,direct,1,regulates,"phosphorylation. ERK1/2 phosphorylates TWIST1 at Ser68. This phosphorylation protects TWIST1 from ubiquitination and proteasomal degradation, increasing TWIST1 protein stability."
1325,MAPK8,TWIST1,positive,MCF7,indirect,2,,causal effect mediated by JUN
1326,ABL1,YAP1,positive,MCF7,unsupported,-,,"ABL1 phosphorylates YAP at Y357, but this supresses the ability of YAP to activate TEAD, resulting in the opposite sign."
1327,LATS1,YAP1,negative,MCF7,direct,1,regulates,"phosphorylation. LATS1 phosphorylates YAP1 at Ser127. That phosphorylation promotes 14-3-3 binding and cytoplasmic retention of YAP1, reducing YAP1 nuclear transcriptional activity."
1328,GRB2,ABL1,positive,T47D,assumption,4,,"There is evidence for the other direction: ABL phosphorylates/recruits GRB2, but not for an effect from GRB2 to ABL."
1329,ABL1,ABL2,positive,T47D,unsupported,-,,"ABL1 (c-Abl) and ABL2 (Arg) are closely related paralogous non-receptor tyrosine kinases. They share many upstream activators, substrates, and functions, and can compensate for each other. But they do not interact or affect each other."
1330,EGF,AKT,positive,T47D,indirect,2,,"causal effect mediated by EGFR, PI3K, others"
1331,EGFR,AKT,positive,T47D,indirect,2,,"causal effect mediated by PI3K, PIP3"
1332,IGF1R,AKT,positive,T47D,indirect,2,,"causal effect mediated by IRS1, PI3K"
1333,IRS1,AKT,positive,T47D,indirect,2,,"causal effect mediated by PI3K, others"
1334,mTORC2_pm,AKT,positive,T47D,direct,1,regulates,phosphorylation. Plasma membrane-localized mTORC2 phosphorylates AKT
1335,PDK1_pm,AKT,positive,T47D,direct,1,regulates,phosphorylation. Plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop.
1336,PIP3,AKT,positive,T47D,direct,1,regulates,"protein-protein interaction. PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
1337,AXIN1,APC,positive,T47D,direct,1,regulates,"protein-protein interaction. The AXIN–APC protein–protein interaction helps assemble and organize the destruction complex together with GSK3β, CK1α, and β-catenin."
1338,DVL1,AXIN1,negative,T47D,direct,1,regulates,protein-protein interaction. DVL1 directly binds AXIN1 through their DIX domains. That physical interaction interferes with AXIN's destruction-complex function.
1339,GSK3B,AXIN1,positive,T47D,direct,1,regulates,protein-protein interaction. GSK3B directly binds AXIN1 through AXIN's GSK3-binding domain. AXIN acts as a scaffold that brings GSK3β together with APC and β-catenin.
1340,AKT,BAD,negative,T47D,direct,1,regulates,"phosphorylation. AKT phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL"
1341,ERK,BAD,negative,T47D,direct in the network sense,1,regulates,"phosphorylation. ERK1/2 phosphorylate RSK, which phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL, BCL2. RSK is not in the network."
1342,PAK1,BAD,negative,T47D,direct,1,regulates,"phosphorylation. PAK1 phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL, BCL2"
1343,PIM,BAD,negative,T47D,direct,1,regulates,"phosphorylation. PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
1344,BID,BAK1,positive,T47D,direct,1,regulates,"protein-protein interaction.The active form tBID (generated by caspase-8 cleavage of BID) directly engages BAK, promoting the conformational changes and oligomerization that lead to mitochondrial outer-membrane permeabilization (MOMP)."
1345,BIM,BAK1,positive,T47D,direct,1,regulates,"protein-protein interaction. BIM's BH3 domain can directly engage BAK, causing the conformational changes that lead to BAK oligomerization and mitochondrial outer-membrane permeabilization."
1346,MCL1,BAK1,negative,T47D,direct,1,regulates,"protein-protein interaction. MCL1 binds activated BAK1 through its BH3-binding groove, sequestering BAK1 and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
1347,p53,BAK1,positive,T47D,direct,1,regulates,"protein-protein interaction. Mitochondria-localized p53 can disrupt inhibitory BAK–MCL1 complexes, freeing BAK1 to oligomerize."
1348,BID,BAX,positive,T47D,direct,1,regulates,"protein-protein interaction. The active form tBID directly binds BAX and induces the conformational changes that activate BAX, leading to its mitochondrial membrane insertion and oligomerization."
1349,BIM,BAX,positive,T47D,direct,1,regulates,"protein-protein interaction. BIM's BH3 domain physically binds BAX, inducing conformational changes that promote BAX membrane insertion and oligomerization, leading to mitochondrial outer-membrane permeabilization."
1350,MCL1,BAX,negative,T47D,direct,1,regulates,"protein-protein interaction. MCL1 binds activated BAX through its BH3-binding groove, sequestering BAX and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
1351,p53,BAX,positive,T47D,direct,1,regulates,"regulation of transcription. p53 binds response elements in the BAX regulatory region and increases BAX transcription following cellular stress. p53 can also translocate to mitochondria and promote BAX activation, conformational change, and oligomerization."
1352,BAD,BCL2,negative,T47D,direct,1,regulates,"protein-protein interaction. BAD binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
1353,BIM,BCL2,negative,T47D,direct,1,regulates,"protein-protein interaction. BIM binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
1354,CREB1,BCL2,positive,T47D,direct,1,regulates,regulation of transcription. CREB/CREB1 directly binds a cAMP-response element (CRE) in the BCL2 promoter and stimulates BCL2 transcription.
1355,ERK,BCL2,positive,T47D,direct,1,regulates,phosphorylation. ERK1/2 phosphorylate BCL2 at Ser70. This phosphorylation enhances BCL2's anti-apoptotic function.
1356,BAD,BCLXL,negative,T47D,direct,1,regulates,"protein-protein interaction. BAD binds BCL-XL through its BH3 domain, occupying the hydrophobic groove of BCL-XL. This binding neutralizes BCL-XL's anti-apoptotic function."
1357,BIM,BCLXL,negative,T47D,direct,1,regulates,protein-protein interaction. BIM directly binds the hydrophobic BH3-binding groove of BCL-XL (BCL2L1) through BIM's BH3 domain. This binding neutralizes BCL-XL's anti-apoptotic function.
1358,CREB1,BCLXL,positive,T47D,direct,1,regulates,regulation of transcription. CREB/CREB1 can directly bind a cAMP-response element (CRE) in the BCL2L1 (BCLXL) promoter and stimulates its transcription.
1359,CASP8,BID,positive,T47D,direct,1,regulates,"Active caspase-8 directly cleaves BID, generating truncated BID (tBID). tBID translocates to mitochondria and activates the mitochondrial apoptosis pathway, including BAX/BAK activation."
1360,BCL2,BIM,negative,T47D,direct,1,regulates,"protein-protein interaction. BCL2 directly binds the BH3 domain of BIM, sequestering BIM and preventing it from activating BAX/BAK."
1361,BCLXL,BIM,negative,T47D,direct,1,regulates,"protein-protein interaction. BCL-XL (BCL2L1) directly binds BIM through BIM's BH3 domain, sequestering BIM and preventing it from activating BAX/BAK."
1362,FOXO1,BIM,positive,T47D,direct,1,regulates,"regulation of transcription. FOXO1 binds FOXO-responsive elements in the BCL2L11/BIM regulatory region, increasing BIM transcription."
1363,FOXO3,BIM,positive,T47D,direct,1,regulates,regulation of transcription. FOXO3 binds conserved forkhead-response elements in the promoter of  BCL2L11 (the gene encoding BIM) and stimulates its transcription.
1364,CASP8,CASP3,positive,T47D,direct,1,regulates,Active caspase-8 directly cleaves and activates procaspase-3
1365,CASP9,CASP3,positive,T47D,direct,1,regulates,"Active caspase-9 directly cleaves procaspase-3 at its activating processing sites, generating active caspase-3"
1366,ERK,CASP8,negative,T47D,direct,1,regulates,"phosphorylation. Active ERK1/2 directly phosphorylates procaspase-8 at Ser387, and this phosphorylation inhibits caspase-8 activation/processing."
1367,FADD,CASP8,positive,T47D,direct,1,regulates,"protein-protein interaction. After FADD has been recruited to FAS, it binds procaspase-8 through their death-effector domain. This assembles the death-inducing signaling complex (DISC)."
1368,SRC,CASP8,negative,T47D,direct,1,regulates,phosphorylation. SRC directly phosphorylates procaspase-8 at Tyr380. This interferes with efficient processing/cleavage of procaspase-8 and thereby reduces its pro-apoptotic activity.
1369,AKT,CASP9,negative,T47D,direct,1,regulates,"phosphorylation. AKT phosphorylates human caspase-9 at Ser196, inhibiting its protease activity and thereby suppressing apoptosis."
1370,CASP3,CASP9,positive,T47D,direct in the network sense,1,regulates,"The mechanism includes Caspase-3 cleaving caspase-9 and the inhibition of XIAP, which is not in the network"
1371,CASP8,CASP9,positive,T47D,indirect,2,,"causal effect mediated by BID, BAX and others"
1372,CYCS,CASP9,positive,T47D,direct in the network sense,1,regulates,"Cytosolic cytochrome c binds APAF1, causing APAF1 to assemble into the apoptosome. The apoptosome then recruits procaspase-9 through CARD–CARD interactions and activates it by proximity/dimerization.  APAF1 and the apoptosome are not in the network."
1373,ERK,CASP9,negative,T47D,direct,1,regulates,"phosphorylation. ERK1/2 directly binds and phosphorylates caspase-9 at Thr125, inhibiting its activation/activity."
1374,CASP3,CDKN2A,positive,T47D,unsupported,-,,This edge is contradicted by observations that binding of CASP3 and p16 (CDKN2A) inhibits CASP3.
1375,MYC,CDKN2A,negative,T47D,indirect,2,,"causal effect. MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
1376,SRC,CDKN2A,negative,T47D,unsupported,-,,"There is no mechanistic or causal evidence that supports a negative relationship. Instead, there is evidence of a positive indirect relationship: early SRC activation after sublethal cellular damage promotes senescence rather than apoptosis."
1377,ABL2,CEBPB,positive,T47D,direct,1,regulates,phosphorylation. ABL2/Arg phosphorylates C/EBPβ at Tyr79. This phosphorylation increased C/EBPβ stability and enhanced its transcriptional activation activity
1378,AKT,CREB1,positive,T47D,direct,1,regulates,"phosphorylation. AKT phosphorylates CREB1 Ser133, which increases CREB transcriptional activity"
1379,SGK1,CREB1,positive,T47D,direct,1,regulates,"phosphorylation. SGK1 phosphorylates CREB1 at Ser133, the canonical activating phosphorylation site. This phosphorylation promotes recruitment of the transcriptional coactivators CBP/p300 and increases CREB-dependent transcription."
1380,DC,CTNNB1,negative,T47D,direct,1,regulates,"The β-catenin destruction complex directly binds β-catenin/CTNNB1 and promotes its sequential phosphorylation—first by CK1α, then by GSK3β. Those phosphosites are recognized by β-TrCP, leading to ubiquitination and proteasomal degradation of β-catenin."
1381,WNT1,CTNNB1,positive,T47D,indirect,2,,causal effect mediated by WNT's inhibition of the β-catenin destruction complex.
1382,CDKN2A,CYCLINDc,negative,T47D,direct,1,regulates,protein-protein interaction. CDKN2A (p16INK4A)  binds CDK4 and CDK6 and prevents/antagonizes formation of functional Cyclin D–CDK4/6 complexes.
1383,EIF4,CYCLINDc,positive,T47D,indirect,2,,"causal effect: eIF4E promotes both Cyclin D1 mRNA export and cap-dependent translation; experimentally increasing eIF4E increases Cyclin D1 protein, thus more CyclinDc complex can be formed."
1384,ERK,CYCLINDc,positive,T47D,indirect,2,,causal effect mediated by JUN and other transcription factors that upregulate CCND1 transcription.
1385,ESR1,CYCLINDc,positive,T47D,indirect,2,,causal effect. Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation.
1386,FOXO3,CYCLINDc,positive,T47D,unsupported,-,,"This assumed edge is not supported by evidence. Instead, there is an indirect negative effect mediated by p27."
1387,GSK3B,CYCLINDc,negative,T47D,indirect,2,,"causal effect. GSK3B promotes the nuclear export and degradation of CyclinD1, thus less cyclin-CDK complex CYCLINDc can be formed."
1388,IGF1,CYCLINDc,positive,T47D,indirect,2,,"causal effect mediated by IGFR, PI3K, ERK"
1389,KMT2D,CYCLINDc,positive,T47D,indirect,2,,"causal effect. KMT2D is a histone methyltransferase complex that helps recruit FOXA1, PBX1, and ERα/ESR1 to chromatin. It participates this way in the transcriptional regulation of Cyclin D1, the cyclin component of CyclinDc."
1390,MYC,CYCLINDc,positive,T47D,indirect,2,,"causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
1391,NRG1,CYCLINDc,positive,T47D,indirect,2,,"causal effect mediated by HER3, PI3K, ERK"
1392,p21,CYCLINDc,negative,T47D,unsupported,-,,This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity.
1393,TCF7L2,CYCLINDc,positive,T47D,indirect,2,,"Causal effect mediated by β-catenin/TCF complexes activating CCND1 transcription, which then yields more CYCLINDc."
1394,TEAD1,CYCLINDc,positive,T47D,indirect,2,,"causal effect. TEAD-containing YAP/TAZ transcriptional complex binds CCND1 regulatory DNA, leading to increased CCND1 transcription, which then allows more CYCLINDc complex formation."
1395,BAK1,CYCS,positive,T47D,direct in the network sense,1,regulates,Activated BAK oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
1396,BAX,CYCS,positive,T47D,direct in the network sense,1,regulates,Activated BAX oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
1397,APC,DC,positive,T47D,,0,necessary,"APC is a core structural component of the β-catenin destruction complex (DC), together with AXIN1/2, GSK3β and CK1α."
1398,GSK3B,DC,positive,T47D,,0,necessary,GSK3β is a core enzymatic component of the β-catenin destruction complex.
1399,FZD,DVL1,positive,T47D,direct,1,regulates,"protein-protein interaction. Following Wnt binding, activated Frizzled (FZD) recruits Dishevelled proteins, including DVL1, to the plasma membrane."
1400,YAP1,DVL1,negative,T47D,unsupported,-,,"Cytoplasmic YAP can interact with DVL and oppose DVL activation/phosphorylation. The YAP node of this network refers to the nucleus-localized one, and the more nucleus-localized YAP there is, the less cytoplasmic YAP. Thus, the sign of this edge is incorrect."
1401,RB,E2F,negative,T47D,direct,1,regulates,"protein-protein interaction. Hypophosphorylated RB physically binds activating E2Fs, especially E2F1–3, through its pocket and C-terminal domains and directly suppresses their transcriptional activity."
1402,EGF,EGFR,positive,T47D,direct,1,regulates,ligand-receptor binding
1403,HER2,EGFR,positive,T47D,direct,1,regulates,protein-protein interaction; heterodimerization activates EGFR
1404,HER3,EGFR,positive,T47D,direct,1,regulates,protein-protein interaction; heterodimerization activates EGFR
1405,MEK,EGFR,negative,T47D,indirect,2,,causal effect mediated by ERK
1406,RELA,EGFR,positive,T47D,replaced,,,"NF-κB can regulate EGFR transcription, but the NF-κB subunit responsible is not necessarily RELA, it is more likely p50 or BCL3. This edge is replaced by an NFKB->EGFR edge."
1407,EIF4EBP1,EIF4,negative,T47D,direct,1,regulates,"protein-protein interaction. EIF4EBP1/4E-BP1 directly binds eIF4E through its eIF4E-binding motif. This prevents eIF4E from binding eIF4G, thereby blocking assembly of the eIF4F translation-initiation complex"
1408,MEK,ERK,positive,T47D,direct,1,necessary,"phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
1409,AKT,ESR1,positive,T47D,direct,1,regulates,"phosphorylation. Activated AKT can directly phosphorylate ERα (ESR1 protein) at Ser167, and this phosphorylation increases ERα transcriptional activity."
1410,ES,ESR1,positive,T47D,direct,1,regulates,ligand-receptor binding
1411,FOXO3,ESR1,positive,T47D,direct,1,regulates,regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription
1412,KMT2D,ESR1,positive,T47D,unsupported,-,,"KMT2D helps establish chromatin conditions that permit recruitment/occupancy of ERα, but it does not affect ESR1 itself."
1413,PGR,ESR1,positive,T47D,unsupported,-,,Only the ligand-free progesterone receptor has a positive effect on ESR1. The ligand-bound PGR binds ESR1 and redirects ERα chromatin binding and transcriptional activity.
1414,FAS,FADD,positive,T47D,direct,1,regulates,protein-protein interaction. Ligand-activated FAS/CD95 recruits FADD directly through a death-domain–death-domain interaction.
1415,TRADD,FADD,positive,T47D,direct,1,regulates,"protein-protein interaction. TRADD binds FADD through their death domains (DDs), which then allows FADD to recruit procaspase-8."
1416,AKT,FAS,negative,T47D,assumption,4,,"AKT suppresses the broader death-receptor/apoptotic program, but there is no mechanistic or causal evidence of AKT inhibiting FAS."
1417,FASLG,FAS,positive,T47D,direct,1,necessary,ligand-receptor binding
1418,p53,FAS,positive,T47D,direct,1,regulates,"regulation of transcription. The FAS gene contains a high-affinity p53-responsive element in its first intron. Wild-type p53 binds this element, and reporter experiments showed that it strongly increases FAS transcription."
1419,FASLG,FASLG,positive,T47D,indirect,2,,"There is no evidence of direct FASL self-regulation but there is a positive feedback loop mediated by FAS, CASP8/3, MAPK8."
1420,FOXO3,FASLG,positive,T47D,direct,1,regulates,regulation of transcription. FOXO3 binds forkhead-response elements in the FASLG promoter and activates FASL transcription; constitutively active FOXO3 increases FASL promoter activity
1421,p53,FASLG,positive,T47D,indirect,2,,causal effect. There is good perturbational evidence that functional p53 can increase FASLG expression.
1422,AKT,FOXO1,negative,T47D,direct,1,regulates,"phosphorylation. AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
1423,SGK1,FOXO1,negative,T47D,direct,1,regulates,"phosphorylation. SGK1 directly phosphorylates FOXO1 at canonical regulatory sites; these events promote interaction with 14-3-3 proteins, nuclear exclusion, and loss of FOXO1 transcriptional activity."
1424,AKT,FOXO3,negative,T47D,direct,1,regulates,"phosphorylation. AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
1425,WNT1,FZD,positive,T47D,unsupported,-,,"WNT1 activates several FZD receptors, but receptor-specific functional assays do not support FZD3 and instead implicate FZD4, FZD5 or FZD8,  depending on context."
1426,STAT1,GATA3,negative,T47D,direct in the network sense,1,regulates,"STAT1 is required for efficient IFNγ-dependent induction of T-bet, and T-bet then antagonizes GATA3. T-bet is not in the network."
1427,EGFR,GRB2,positive,T47D,direct,1,regulates,protein-protein interaction. Activated EGFR recruits the adaptor protein GRB2.
1428,HER2,GRB2,positive,T47D,direct,1,regulates,"protein-protein interaction. Activated, tyrosine-phosphorylated HER2 (ERBB2) physically recruits GRB2: the SH2 domain of GRB2 binds directly to phosphotyrosine-containing sites on HER2."
1429,IRS1,GRB2,positive,T47D,direct,1,regulates,"protein-protein interaction. GRB2 directly binds phosphorylated IRS1 through its SH2 domain, recruiting the GRB2–SOS machinery"
1430,SRC,GRB2,positive,T47D,direct,1,regulates,phosphorylation. SRC phosphorylates GRB2 at Y160. That phosphorylation shifts GRB2 away from its inactive dimeric state toward the monomeric signaling-competent state.
1431,INSR,GRB7,positive,T47D,direct,1,regulates,"protein-protein interaction. After activated INSR becomes tyrosine-phosphorylated, the adaptor protein GRB7 binds it through its SH2 domain."
1432,PRKACA,GRB7,negative,T47D,unsupported,-,,There is no evidence of PRKACA–GRB7 binding or causal effect. This may be a mis-annotation as no corresponding interaction found in current or historical SIGNOR releases.
1433,AKT,GSK3B,negative,T47D,direct,1,regulates,"phosphorylation. AKT directly phosphorylates GSK3β at Ser9, which inhibits GSK3β kinase activity."
1434,ERK,GSK3B,negative,T47D,direct in the network sense,1,regulates,"phosphorylation. ERK binds GSK3β and phosphorylates it and primes it for subsequent Ser9 phosphorylation by RSK, which then inhibits GSK3β activity. RSK itself is activated by ERK. RSK is not part of the model."
1435,ESR1,HER2,positive,T47D,unsupported,-,,"This edge is contradicted by experimental evidence that estrogen–ERα reduces HER2 mRNA and protein, primarily through transcriptional repression."
1436,FOXO3,HER2,positive,T47D,direct,1,regulates,regulation of transcription. FOXO3a directly binds the ERBB2/HER2 promoter and activates its transcription.
1437,HER3,HER2,positive,T47D,replaced,,,The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation. This edge is replaced by a HER2->HER2HER3c edge.
1438,HER2,HER3,positive,T47D,replaced,,,"The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node. This edge is replaced by a HER2->HER2HER3c edge."
1439,NRG1,HER3,positive,T47D,direct,1,regulates,ligand-receptor binding
1440,NICD,HES1,positive,T47D,direct,1,regulates,"regulation of transcription. NICD binds the DNA-bound transcription factor RBPJ/CSL, converting it to an activating complex. Together with co-activators they activate the transcription of HES1."
1441,NICD,HEY1,positive,T47D,direct,1,regulates,"regulation of transcription. NICD binds the DNA-bound transcription factor RBPJ/CSL, converting it to an activating complex. Together with co-activators they activate the transcription of HEY1."
1442,NF1,HRAS,negative,T47D,direct,1,regulates,"protein-protein interaction. NF1 (neurofibromin) is a Ras GTPase-activating protein (Ras-GAP), which accelerates RAS intrinsic GTP hydrolysis and converts it into the GDP-bound inactive state."
