Regulator,Target,Sign in BBM,Model,Sign,Classification,Confidence rank,Constraint,Notes
IL8,JAK2,positive,TGEN,positive,unsupported,,,"IL-8 (CXCL8) signals through the GPCRs CXCR1 and CXCR2, not through a JAK-associated cytokine receptor."
IRS1,JAK2,positive,TGEN,positive,unsupported,,,There is a JAK2->IRS1 relationship but no evidence to support this edge.
ERK,JUN,positive,TGEN,positive,,,,
MAPK8,JUN,positive,TGEN,positive,,,,
PPARG,JUN,positive,TGEN,positive,,,,
RELA,JUN,positive,TGEN,positive,,,,
AKT,KMT2D,negative,TGEN,negative,direct,1,regulates,AKT phosphorylates KMT2D at Ser1331; this reduces KMT2D chromatin recruitment/function and consequently suppresses KMT2D-dependent ER transcriptional activity.
PAX7,KMT2D,positive,TGEN,positive,,,,
EGFR,KRT14,positive,TGEN,positive,,,,
PAK2,KRT14,positive,TGEN,positive,,,,
LCK,LATS1,positive,TGEN,positive,,,,
NF2,LATS1,positive,TGEN,positive,,,,
AKT,LCK,negative,TGEN,negative,unsupported,,,"This edge is not supported by evidence; the opposite direction, from LCK to AKT is supported."
ERK,LCK,positive,TGEN,positive,,,,
RAC1,MAPK8,positive,TGEN,positive,,,,
RND1,MAPK8,positive,TGEN,positive,,,,
ERK,MCL1,positive,TGEN,positive,direct,1,regulates,"ERK1/2 phosphorylates MCL1, which stabilizes MCL1 and increases its anti-apoptotic activity. ERK1/2 also has indirect effects on MCL1 transcription and translation."
GSK3B,MCL1,negative,TGEN,negative,direct in the network sense,1,regulates,"GSK3B phosphorylates MCL1. This creates/promotes a phosphodegron that is recognized by ubiquitin ligases, leading to MCL1 ubiquitination and proteasomal degradation."
AKT,MDM2,positive,TGEN,positive,,,,
p53,MDM2,positive,TGEN,positive,,,,
RAF1,MEK,positive,TGEN,positive,direct,1,,RAF1 phosphorylates MEK1/2
IGF1,mTORC1,positive,TGEN,positive,indirect,2,,"causal effect mediated by PI3K, AKT"
NRG1,mTORC1,positive,TGEN,positive,indirect,2,,"causal effect mediated by PI3K, AKT"
RHEB,mTORC1,positive,TGEN,positive,direct,1,,"RHEB directly binds mTORC1, and allosterically activates the mTOR kinase"
PIP3,mTORC2,positive,TGEN,positive,direct,1,,PIP3 binds the SIN1 component of mTORC2 and relieves mTORC2 autoinhibition
S6K,mTORC2,negative,TGEN,negative,indirect,2,,"causal effect mediated by IRS1, PI3K, PIP3"
CTNNB1,MYC,positive,TGEN,positive,,,,
EIF4,MYC,positive,TGEN,positive,,,,
ERK,MYC,positive,TGEN,positive,,,,
ESR1,MYC,positive,TGEN,positive,,,,
GSK3B,MYC,negative,TGEN,negative,,,,
PIM,MYC,positive,TGEN,positive,direct,1,,"PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
STAT3,MYC,positive,TGEN,positive,,,,
ABL1,MYOD1,negative,TGEN,negative,,,,
HES1,MYOD1,negative,TGEN,negative,,,,
HEY1,MYOG,negative,TGEN,negative,,,,
MYOD1,MYOG,positive,TGEN,positive,,,,
NOTCH1,NICD,positive,TGEN,positive,,,,
PRKACA,NEDD4L,negative,TGEN,negative,,,,
S6K,NEDD4L,negative,TGEN,negative,,,,
SGK1,NEDD4L,negative,TGEN,negative,,,,
p53,NF1,positive,TGEN,positive,,,,
TWIST1,NF1,negative,TGEN,negative,,,,
NEDD4L,NF2,positive,TGEN,positive,,,,
NOTCH1,NFKB,positive,TGEN,positive,,,,
AKT,NOS3,positive,TGEN,positive,,,,
HSP90AA1,NOS3,positive,TGEN,positive,,,,
CTNNB1,NOTCH1,positive,TGEN,positive,,,,
DLL,NOTCH1,positive,TGEN,positive,,,,
LCK,NOTCH1,positive,TGEN,positive,,,,
MDM2,NOTCH1,positive,TGEN,positive,,,,
AKT,p21,negative,TGEN,negative,,,,"AKT phosphorylates p21 (CDKN1A), which causes p21 to be retained/relocalized to the cytoplasm, reducing its nuclear inhibition of cyclin–CDK complexes."
ERK,p21,negative,TGEN,negative,,,,
MYC,p21,negative,TGEN,negative,indirect,2,,"MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
MDM2,p53,negative,TGEN,negative,,,,
TCF7L2,PAK1,positive,TGEN,positive,,,,
RAC1,PAK2,positive,TGEN,positive,,,,
SRC,PAK2,positive,TGEN,positive,,,,
HES1,PAX7,negative,TGEN,negative,,,,
HEY1,PAX7,negative,TGEN,negative,,,,
MYOG,PAX7,negative,TGEN,negative,,,,
NOTCH1,PAX7,positive,TGEN,positive,,,,
IGF1R,PDK1_pm,positive,TGEN,positive,indirect,2,,"causal effect mediated by PI3K, PIP3"
PIP3,PDK1_pm,positive,TGEN,positive,direct,1,,PIP3 recruits PDK1 to the plasma membrane
ERK,PGR,negative,TGEN,negative,,,,
ESR1,PGR,negative,TGEN,negative,,,,
PG,PGR,positive,TGEN,positive,,,,
EGFR,PI3K,positive,TGEN,positive,direct,1,regulates,Activated EGFR recruits the p85 regulatory subunit of class IA PI3K into a receptor-associated complex
ESR1,PI3K,positive,TGEN,positive,direct,1,regulates,The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K.
IGF1R,PI3K,positive,TGEN,positive,indirect,2,,causal effect mediated by IRS1
INSR,PI3K,positive,TGEN,positive,indirect,2,,causal effect mediated by IRS1
IRS1,PI3K,positive,TGEN,positive,direct,1,regulates,protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K.
RAS,PI3K,positive,TGEN,positive,direct,1,,GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation.
STAT5,PIM,positive,TGEN,positive,,,,
PI3K,PIP3,positive,TGEN,positive,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PTEN,PIP3,negative,TGEN,negative,direct,1,,PTEN dephosphorylates PIP3
CEBPB,PPARG,positive,TGEN,positive,,,,
GATA3,PPARG,negative,TGEN,negative,,,,
CYCLINDc,RB,negative,TGEN,negative,,,,
PRKACA,PRKAA2,negative,TGEN,negative,,,,
STK11,PRKAA2,positive,TGEN,positive,,,,
AKT,PRKACA,positive,TGEN,positive,,,,
WNT1,PRKACA,positive,TGEN,positive,,,,
S6K,PTEN,positive,TGEN,positive,,,,
SRC,PTEN,negative,TGEN,negative,,,,
AKT,RAC1,negative,TGEN,negative,,,,
DVL1,RAC1,positive,TGEN,positive,,,,
PI3K,RAC1,positive,TGEN,positive,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
HRAS,RAF1,positive,TGEN,positive,,,,
RAS,RAF1,positive,TGEN,positive,,,,
IGF1,RAS,positive,TGEN,positive,,,,
PI3K,RAS,positive,TGEN,positive,,,,
SOS1,RAS,positive,TGEN,positive,direct,1,,"SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
NFKB,RELA,positive,TGEN,positive,,,,
PIM,RELA,positive,TGEN,positive,,,,
TSC2,RHEB,negative,TGEN,negative,direct,1,,"TSC2 (as part of the TSC complex) directly acts on RHEB-GTP, stimulates its GTP hydrolysis, which decreases functional RHEB activity."
DVL1,RND1,positive,TGEN,positive,,,,
GRB7,RND1,positive,TGEN,positive,,,,
mTORC1,S6K,positive,TGEN,positive,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,SGK1,positive,TGEN,positive,unsupported,,,not supported by evidence
mTORC2,SGK1,positive,TGEN,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
PDK1_pm,SGK1,positive,TGEN,positive,direct,1,regulates,"PDK1 directly phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated."
GRB2,SOS1,positive,TGEN,positive,,,,
ABL1,SRC,positive,TGEN,positive,,,,
PRKACA,SRC,positive,TGEN,positive,,,,
JAK2,STAT1,positive,TGEN,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT1, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
SRC,STAT1,positive,TGEN,positive,,,,
IL1B,STAT3,positive,TGEN,positive,,,,
JAK2,STAT3,positive,TGEN,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT3, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
MAPK8,STAT3,positive,TGEN,positive,,,,
SRC,STAT3,positive,TGEN,positive,,,,
EGFR,STAT5,positive,TGEN,positive,,,,
JAK2,STAT5,positive,TGEN,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT5, which promotes STAT5 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
SRC,STAT5,positive,TGEN,positive,,,,
ERK,STK11,negative,TGEN,negative,,,,
CTNNB1,TCF7L2,positive,TGEN,positive,,,,
JUN,TCF7L2,positive,TGEN,positive,,,,
YAP1,TEAD1,positive,TGEN,positive,,,,
KRT14,TRADD,negative,TGEN,negative,,,,
AKT,TSC2,negative,TGEN,negative,direct,1,,"AKT phosphorylates TSC2 (tuberin) at multiple sites, inhibiting the TSC1–TSC2 complex's GAP activity."
ERK,TSC2,negative,TGEN,negative,,,,
GSK3B,TSC2,positive,TGEN,positive,,,,
PRKAA2,TSC2,positive,TGEN,positive,,,,
AKT,TWIST1,positive,TGEN,positive,direct,1,,"AKT phosphorylates TSC2 (tuberin) at multiple sites, inhibiting the TSC1–TSC2 complex's GAP activity."
ERK,TWIST1,positive,TGEN,positive,,,,
MAPK8,TWIST1,positive,TGEN,positive,,,,
PGR,WNT1,positive,TGEN,positive,,,,
WNT1,WNT1,positive,TGEN,positive,,,,
ABL1,YAP1,positive,TGEN,positive,,,,
LATS1,YAP1,negative,TGEN,negative,,,,
GRB2,ABL1,positive,MCF7,,,,,
RB,ABL1,negative,MCF7,,,,,
SRC,ABL1,positive,MCF7,,,,,
ABL1,ABL2,positive,MCF7,,,,,
IGF1,AKT,positive,MCF7,positive,indirect,2,,"causal effect mediated by IGFR, IRS1, PI3K"
IGF1R,AKT,positive,MCF7,positive,indirect,2,,"causal effect mediated by IRS1, PI3K"
IRS1,AKT,positive,MCF7,positive,indirect,2,,"causal effect mediated by PI3K, others"
mTORC2,AKT,positive,MCF7,positive,indirect,2,,"mTORC2 is recruited to the cell membrane, then it phosphorylates AKT"
NRG1,AKT,positive,MCF7,positive,indirect,2,,"causal effect mediated by HER3, PI3K, others"
PDK1_pm,AKT,positive,MCF7,positive,direct,1,regulates,plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop
PIP3,AKT,positive,MCF7,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
AXIN1,APC,positive,MCF7,,,,,
DVL1,AXIN1,negative,MCF7,,,,,
GSK3B,AXIN1,positive,MCF7,,,,,
AKT,BAD,negative,MCF7,negative,direct,1,regulates,"AKT phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL"
ERK,BAD,negative,MCF7,,,,,
PAK1,BAD,negative,MCF7,,,,,
PIM,BAD,negative,MCF7,negative,direct,1,,"PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
BID,BAK1,positive,MCF7,positive,direct,1,regulates,"The active form tBID (generated by caspase-8 cleavage of BID) directly engages BAK, promoting the conformational changes and oligomerization that lead to mitochondrial outer-membrane permeabilization (MOMP)."
BIM,BAK1,positive,MCF7,positive,direct,1,regulates,"BIM's BH3 domain can directly engage BAK, causing the conformational changes that lead to BAK oligomerization and mitochondrial outer-membrane permeabilization."
MCL1,BAK1,negative,MCF7,negative,direct,1,regulates,"MCL1 binds activated BAK1 through its BH3-binding groove, sequestering BAK1 and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
p53,BAK1,positive,MCF7,,,,,
BID,BAX,positive,MCF7,positive,direct,1,regulates,"The active form tBID directly binds BAX and induces the conformational changes that activate BAX, leading to its mitochondrial membrane insertion and oligomerization."
BIM,BAX,positive,MCF7,positive,direct,1,regulates,"BIM's BH3 domain physically binds BAX, inducing conformational changes that promote BAX membrane insertion and oligomerization, leading to mitochondrial outer-membrane permeabilization."
MCL1,BAX,negative,MCF7,negative,direct,1,regulates,"MCL1 binds activated BAX through its BH3-binding groove, sequestering BAX and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
p53,BAX,positive,MCF7,,,,,
BAD,BCL2,negative,MCF7,negative,direct,1,regulates,"BAD binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
BIM,BCL2,negative,MCF7,negative,direct,1,regulates,"BIM binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
CREB1,BCL2,positive,MCF7,positive,direct,1,regulates,regulation of transcription. CREB/CREB1 directly binds a cAMP-response element (CRE) in the BCL2 promoter and stimulates BCL2 transcription.
ERK,BCL2,positive,MCF7,,,,,
BAD,BCLXL,negative,MCF7,negative,direct,1,regulates,"BAD binds BCL-XL through its BH3 domain, occupying the hydrophobic groove of BCL-XL. This binding neutralizes BCL-XL's anti-apoptotic function."
BIM,BCLXL,negative,MCF7,negative ,direct,1,regulates,BIM directly binds the hydrophobic BH3-binding groove of BCL-XL (BCL2L1) through BIM's BH3 domain. This binding neutralizes BCL-XL's anti-apoptotic function.
CREB1,BCLXL,positive,MCF7,positive,direct,1,regulates,regulation of transcription. CREB/CREB1 can directly bind a cAMP-response element (CRE) in the BCL2L1 (BCLXL) promoter and stimulates its transcription.
CASP8,BID,positive,MCF7,positive,direct,1,regulates,"Active caspase-8 directly cleaves BID, generating truncated BID (tBID). tBID translocates to mitochondria and activates the mitochondrial apoptosis pathway, including BAX/BAK activation."
BCL2,BIM,negative,MCF7,negative,direct,1,regulates,"BCL2 directly binds the BH3 domain of BIM, sequestering BIM and preventing it from activating BAX/BAK."
BCLXL,BIM,negative,MCF7,negative,direct,1,regulates,"BCL-XL (BCL2L1) directly binds BIM through BIM's BH3 domain, sequestering BIM and preventing it from activating BAX/BAK."
FOXO1,BIM,positive,MCF7,positive,direct,1,regulates,"FOXO1FOXO3 unites the FOXO1 and FOXO3 nodes, which are represented separately in other models. The direct effect of AKT on both FOXO1 and FOXO3 translates to a direct effect on FOXO1FOXO3."
FOXO3,BIM,positive,MCF7,positive,direct,1,regulates,FOXO3 binds conserved forkhead-response elements in the promoter of  BCL2L11 (the gene encoding BIM) and stimulates its transcription.
CASP9,CASP3,positive,MCF7,positive,direct,1,regulates,"Active caspase-9 directly cleaves procaspase-3 at its activating processing sites, generating active caspase-3"
ERK,CASP8,negative,MCF7,,,,,
FADD,CASP8,positive,MCF7,,,,,
NF1,CASP8,positive,MCF7,,,,,
SRC,CASP8,negative,MCF7,,,,,
AKT,CASP9,negative,MCF7,,,,,
BCLXL,CASP9,negative,MCF7,negative,direct in the network sense,1,regulates,"This edge is mediated by the inhibition of mitochondrial cytochrome-c release and apoptosome formation, neither of which is in the network"
CASP3,CASP9,positive,MCF7,positive,direct in the network sense,1,regulates,"The mechanism includes Caspase-3 cleaving caspase-9 and the inhibition of XIAP, which is not in the network"
CASP8,CASP9,positive,MCF7,positive,indirect,2,,"causal effect mediated by BID, BAX and others"
CYCS,CASP9,positive,MCF7,positive,direct in the network sense,1,regulates,"Cytosolic cytochrome c binds APAF1, causing APAF1 to assemble into the apoptosome. The apoptosome then recruits procaspase-9 through CARD–CARD interactions and activates it by proximity/dimerization.  APAF1 and the apoptosome are not in the network."
ERK,CASP9,negative,MCF7,,,,,
PRKACA,CASP9,negative,MCF7,,,,,
CASP3,CDKN2A,positive,MCF7,positive,unsupported,,,This assumed edge is not supported by evidence.
MYC,CDKN2A,negative,MCF7,negative,indirect,2,,"MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
SRC,CDKN2A,negative,MCF7,,,,,
ABL2,CEBPB,positive,MCF7,,,,,
CREB1,CEBPB,positive,MCF7,,,,,
AKT,CREB1,positive,MCF7,positive,direct,1,regulates,"AKT directly phosphorylates CREB1 Ser133, which increases CREB transcriptional activity"
PTEN,CREB1,negative,MCF7,,,,,
DC,CTNNB1,negative,MCF7,,,,,
SRC,CTNNB1,positive,MCF7,,,,,
WNT1,CTNNB1,positive,MCF7,,,,,
YAP1,CTNNB1,positive,MCF7,,,,,
CDKN2A,CYCLINDc,negative,MCF7,negative,,1,regulates,CDKN2A (p16INK4A)  binds CDK4 and CDK6 and prevents/antagonizes formation of functional Cyclin D–CDK4/6 complexes.
EIF4,CYCLINDc,positive,MCF7,positive,indirect,2,,"causal effect: eIF4E promotes both Cyclin D1 mRNA export and cap-dependent translation; experimentally increasing eIF4E increases Cyclin D1 protein, thus more CyclinDc complex can be formed."
ESR1,CYCLINDc,positive,MCF7,positive,indirect,2,,Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation.
FOXO3,CYCLINDc,positive,MCF7,positive,unsupported,,,"This assumed edge is not supported by evidence. Instead, there is an indirect negative effect mediated by p27."
GSK3B,CYCLINDc,negative,MCF7,negative,direct,2,,"GSK3B promotes the nuclear export and degradation of CyclinD1, thus less cyclin-CDK complex CYCLINDc can be formed."
IGF1,CYCLINDc,positive,MCF7,positive,indirect,2,,"causal effect mediated by IGFR, PI3K, ERK"
KMT2D,CYCLINDc,positive,MCF7,positive,assumption,4,,"This assumption is consistent with the fact that KMT2D is a histone methyltransferase complex that helps recruit FOXA1, PBX1, and ERα/ESR1 to chromatin. "
MYC,CYCLINDc,positive,MCF7,positive,indirect,2,,"c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
NRG1,CYCLINDc,positive,MCF7,positive,indirect,2,,"causal effect mediated by HER3, PI3K, others"
p21,CYCLINDc,negative,MCF7,negative,unsupported,,,This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity.
TCF7L2,CYCLINDc,positive,MCF7,positive,indirect,2,,"Causal effect mediated by β-catenin/TCF complexes activating CCND1 transcription, which then yields more CYCLINDc."
TEAD1,CYCLINDc,positive,MCF7,positive,indirect,2,,"causal effect. TEAD-containing YAP/TAZ transcriptional complex binds CCND1 regulatory DNA, leading to increased CCND1 transcription, which then allows more CYCLINDc complex formation."
BAK1,CYCS,positive,MCF7,positive,direct in the network sense,1,regulates,Activated BAK oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
BAX,CYCS,positive,MCF7,positive,direct in the network sense,1,regulates,Activated BAX oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
APC,DC,positive,MCF7,,,,,
GSK3B,DC,positive,MCF7,,,,,
FZD3,DVL1,positive,MCF7,,,,,
NF1,DVL1,positive,MCF7,,,,,
RB,E2F,negative,MCF7,,,,,
EGF,EGFR,positive,MCF7,,,,,
HER2,EGFR,positive,MCF7,positive,direct,1,,protein-protein interaction; heterodimerization activates EGFR
HER3,EGFR,positive,MCF7,,,,,
MEK,EGFR,negative,MCF7,negative,indirect,2,,causal effect mediated by ERK
EIF4EBP1,EIF4,negative,MCF7,,,,,
MEK,ERK,positive,MCF7,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
AKT,ESR1,positive,MCF7,positive,direct,1,regulates,"Activated AKT phosphorylates ERα (ESR1 protein) at Ser167, and this phosphorylation increases ERα transcriptional activity."
ES,ESR1,positive,MCF7,positive,direct,1,regulates,ligand-receptor binding
FOXO3,ESR1,positive,MCF7,positive,direct,1,regulates,regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription
KMT2D,ESR1,positive,MCF7,,,,,
PGR,ESR1,positive,MCF7,,,,,
FAS,FADD,positive,MCF7,,,,,
TRADD,FADD,positive,MCF7,,,,,
AKT,FAS,negative,MCF7,,,,,
FASLG,FAS,positive,MCF7,positive,direct,1,regulates,ligand-receptor binding
p53,FAS,positive,MCF7,,,,,
FASLG,FASLG,positive,MCF7,positive,unsupported,,,This assumed self-regulation is not supported by evidence
FOXO3,FASLG,positive,MCF7,positive,direct,1,regulates,regulation of transcription. FOXO3 in particular has been shown to bind forkhead-response elements in the FASLG promoter and activate FASL transcription; constitutively active FOXO3 increases FASL promoter activity
p53,FASLG,positive,MCF7,,,,,
AKT,FOXO1,negative,MCF7,negative,direct,1,regulates,"AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
SGK1,FOXO1,negative,MCF7,,,,,
AKT,FOXO3,negative,MCF7,negative,direct,1,regulates,"AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
CREB1,FZD3,positive,MCF7,,,,,
WNT1,FZD3,positive,MCF7,,,,,
STAT1,GATA3,negative,MCF7,,,,,
EGFR,GRB2,positive,MCF7,,,,,
IRS1,GRB2,positive,MCF7,positive ,direct,1,regulates,"GRB2 directly binds phosphorylated IRS1 through its SH2 domain, recruiting the GRB2–SOS machinery"
LATS1,GRB2,positive,MCF7,,,,,
SRC,GRB2,positive,MCF7,,,,,
INSR,GRB7,positive,MCF7,positive,direct,1,regulates,"Activated INSR becomes tyrosine-phosphorylated, the adaptor protein GRB7 bind sit through its SH2 domain, INSR then promotes GRB7 tyrosine phosphorylation."
PRKACA,GRB7,negative,MCF7,,,,,
AKT,GSK3B,negative,MCF7,negative,direct,1,regulates,"AKT directly phosphorylates GSK3β at Ser9, which inhibits GSK3β kinase activity."
ERK,GSK3B,negative,MCF7,,,,,
EGF,HER2,positive,MCF7,,,,,
HER3,HER2,positive,MCF7,,,,,
HER2,HER3,positive,MCF7,positive,unsupported,,,"The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node."
NRG1,HER3,positive,MCF7,positive,direct,1,regulates,ligand-receptor binding
NICD,HES1,positive,MCF7,,,,,
NICD,HEY1,positive,MCF7,,,,,
IGF1,HRAS,positive,MCF7,,,,,
NF1,HRAS,negative,MCF7,,,,,
PIP3,HRAS,positive,MCF7,,,,,
SOS1,HRAS,positive,MCF7,positive,direct,1,,"SOS1 directly binds HRAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
PDK1_pm,HSP90AA1,negative,MCF7,,,,,
ESR1,IGF1R,positive,MCF7,,,,,
FOXO3,IGF1R,positive,MCF7,positive,indirect,2,,"There is causal evidence that activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
IGF1,IGF1R,positive,MCF7,,,,,
INS,IGF1R,positive,MCF7,positive,direct,1,regulates,Insulin can directly bind IGF1R and weakly activate its intrinsic tyrosine kinase. 
SRC,IGF1R,positive,MCF7,,,,,
NOS3,IL1B,positive,MCF7,,,,,
RELA,IL1B,positive,MCF7,,,,,
IL1B,IL6,positive,MCF7,,,,,
IL6,IL6,positive,MCF7,,,,,
IL6,IL6R,positive,MCF7,positive,direct,1,regulates,ligand-receptor binding
STAT5,IL8,positive,MCF7,,,,,
FOXO3,INSR,positive,MCF7,positive,unsupported,,,This edge is not supported by experimental evidence
INS,INSR,positive,MCF7,positive,direct,1,regulates,ligand-receptor binding
IGF1R,IRS1,positive,MCF7,,,,,
INSR,IRS1,positive,MCF7,positive,direct,1,regulates,Activated INSR recruits IRS1 and phosphorylates IRS1 on multiple tyrosine residues. Those phosphotyrosines then serve as docking sites for downstream signaling proteins.
S6K,IRS1,negative,MCF7,,,,,
mTORC1,EIF4EBP1,negative,MCF7,,,,,
ABL1,JAK2,positive,MCF7,,,,,
IL6R,JAK2,positive,MCF7,positive,direct,1,regulates,JAK2 is physically associated with the GP130 subunit of the receptor complex; receptor activation directly causes JAK activation.
IL8,JAK2,positive,MCF7,positive,unsupported,,,"IL-8 (CXCL8) signals through the GPCRs CXCR1 and CXCR2, not through a JAK-associated cytokine receptor."
IRS1,JAK2,positive,MCF7,positive,unsupported,,,There is a JAK2->IRS1 relationship but no evidence to support this edge.
ERK,JUN,positive,MCF7,,,,,
MAPK8,JUN,positive,MCF7,,,,,
PPARG,JUN,positive,MCF7,,,,,
RELA,JUN,positive,MCF7,,,,,
AKT,KMT2D,negative,MCF7,negative ,direct,1,regulates,AKT phosphorylates KMT2D at Ser1331; this reduces KMT2D chromatin recruitment/function and consequently suppresses KMT2D-dependent ER transcriptional activity.
PAX7,KMT2D,positive,MCF7,,,,,
EGFR,KRT14,positive,MCF7,,,,,
PAK2,KRT14,positive,MCF7,,,,,
LCK,LATS1,positive,MCF7,,,,,
NF2,LATS1,positive,MCF7,,,,,
AKT,LCK,negative,MCF7,negative,unsupported,,,
ERK,LCK,positive,MCF7,,,,,
RAC1,MAPK8,positive,MCF7,,,,,
RND1,MAPK8,positive,MCF7,,,,,
ERK,MCL1,positive,MCF7,positive,direct,1,regulates,"ERK1/2 phosphorylates MCL1, which stabilizes MCL1 and increases its anti-apoptotic activity. ERK1/2 also has indirect effects on MCL1 transcription and translation."
GSK3B,MCL1,negative,MCF7,negative,direct in the network sense,1,regulates,"GSK3B phosphorylates MCL1. This creates/promotes a phosphodegron that is recognized by ubiquitin ligases, leading to MCL1 ubiquitination and proteasomal degradation."
AKT,MDM2,positive,MCF7,,,,,
p53,MDM2,positive,MCF7,,,,,
RAF1,MEK,positive,MCF7,,,,,
IGF1,mTORC1,positive,MCF7,,,,,
NRG1,mTORC1,positive,MCF7,positive,indirect,2,,"causal effect mediated by PI3K, AKT"
PIM,mTORC1,positive,MCF7,,,,,
RHEB,mTORC1,positive,MCF7,positive,direct,1,,"RHEB directly binds mTORC1, and allosterically activates the mTOR kinase"
PIP3,mTORC2,positive,MCF7,,,,,
S6K,mTORC2,negative,MCF7,,,,,
CTNNB1,MYC,positive,MCF7,,,,,
EIF4,MYC,positive,MCF7,,,,,
ERK,MYC,positive,MCF7,,,,,
ESR1,MYC,positive,MCF7,,,,,
FOXO3,MYC,positive,MCF7,,,,,
GSK3B,MYC,negative,MCF7,,,,,
IGF1,MYC,positive,MCF7,,,,,
KMT2D,MYC,positive,MCF7,,,,,
NRG1,MYC,positive,MCF7,,,,,
PIM,MYC,positive,MCF7,positive,direct,1,,"PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
STAT3,MYC,positive,MCF7,,,,,
ABL1,MYOD1,negative,MCF7,,,,,
HES1,MYOD1,negative,MCF7,,,,,
HEY1,MYOG,negative,MCF7,,,,,
MYOD1,MYOG,positive,MCF7,,,,,
NOTCH1,NICD,positive,MCF7,,,,,
PRKACA,NEDD4L,negative,MCF7,,,,,
SGK1,NEDD4L,negative,MCF7,,,,,
p53,NF1,positive,MCF7,,,,,
TWIST1,NF1,negative,MCF7,,,,,
NEDD4L,NF2,positive,MCF7,,,,,
NOTCH1,NFKB,positive,MCF7,,,,,
AKT,NOS3,positive,MCF7,,,,,
HSP90AA1,NOS3,positive,MCF7,,,,,
CTNNB1,NOTCH1,positive,MCF7,,,,,
DLL,NOTCH1,positive,MCF7,,,,,
LCK,NOTCH1,positive,MCF7,,,,,
MDM2,NOTCH1,positive,MCF7,,,,,
